Year,Patient County Code,Patient County Name,Rural/Urban,Payer,ER Opioid,ER Visits ,ER Rate Per 1000 ,Inpatient ER Opioid,Inpatient ER Discharges,Inpatient ER Rate Per 1000,Inpatient Non ER Opioid,Inpatient Non ER Discharges,Inpatient Non ER Rate Per 1000 ,Inpatient Total Opioid,Inpatient Total Discharges,Inpatient Total Rate Per 1000 ,ER Inpatient Total Opioid,ER Inpatient Total Discharges ,ER Inpatient Total Rate Per 1000,Opioid Ambulatory Surgery Visits,Ambulatory Surgery Visits,Ambulatory Surgery Rate Per 1000,Outpatient Opioid,Outpatient Visits,Outpatient Rate Per 1000,Other Outpatient Total Opioid, Other Outpatient Total Discharges,Other Outpatient Total Rate Per 1000,Overall Opioid,Overall Discharges,Overall Rate Per 1000
2013,54,Wayne,Urban,Medicaid,6,7625,0.787,4,724,5.525,0,967,0,4,1691,2.365,10,9316,1.073,0,1442,0,0,3483,0,0,4925,0,10,14241,0.702
2015,23,Lewis,Rural,Medicaid,2,3075,0.65,1,196,5.102,1,360,2.778,2,556,3.597,4,3631,1.102,0,483,0,0,1245,0,0,1728,0,4,5359,0.746
2014,36,Otsego,Rural,Commercial,14,9213,1.52,5,749,6.676,0,1272,0,5,2021,2.474,19,11234,1.691,0,4226,0,1,29659,0.034,1,33885,0.03,20,45119,0.443
2011,28,Nassau,Urban,Medicare,16,46768,0.342,59,56126,1.051,7,18368,0.381,66,74494,0.886,82,121262,0.676,0,33826,0,0,87615,0,0,121441,0,82,242703,0.338
2014,19,Greene,Rural,Commercial,9,4793,1.878,1,717,1.395,1,931,1.074,2,1648,1.214,11,6441,1.708,0,3177,0,0,4954,0,0,8131,0,11,14572,0.755
2014,6,Chautauqua,Rural,Commercial,24,20475,1.172,8,1401,5.71,0,2121,0,8,3522,2.271,32,23997,1.334,0,7719,0,0,23993,0,0,31712,0,32,55709,0.574
2011,58,Bronx,Urban,Other,4,12182,0.328,2,1548,1.292,0,650,0,2,2198,0.91,6,14380,0.417,0,2974,0,0,40252,0,0,43226,0,6,57606,0.104
2012,10,Columbia,Rural,Medicaid,3,6404,0.468,4,627,6.38,0,699,0,4,1326,3.017,7,7730,0.906,0,785,0,0,2295,0,0,3080,0,7,10810,0.648
2013,57,Yates,Urban,Commercial,2,3183,0.628,1,239,4.184,0,494,0,1,733,1.364,3,3916,0.766,0,1896,0,0,3537,0,0,5433,0,3,9349,0.321
2011,31,Onondaga,Urban,Medicaid,34,42702,0.796,29,5550,5.225,0,6959,0,29,12509,2.318,63,55211,1.141,0,4525,0,1,35679,0.028,1,40204,0.025,64,95415,0.671
2010,10,Columbia,Rural,Commercial,3,11432,0.262,2,1192,1.678,1,1384,0.723,3,2576,1.165,6,14008,0.428,0,4244,0,0,7,0,0,4251,0,6,18259,0.329
2014,47,Suffolk,Urban,Medicare,49,73476,0.667,123,57511,2.139,8,15459,0.517,131,72970,1.795,180,146446,1.229,0,59277,0,2,77840,0.026,2,137117,0.015,182,283563,0.642
2010,61,Queens,Urban,Medicare,9,43874,0.205,49,57840,0.847,4,19485,0.205,53,77325,0.685,62,121199,0.512,0,29859,0,0,742,0,0,30601,0,62,151800,0.408
2015,39,Rockland,Urban,Medicare,5,14550,0.344,10,9343,1.07,5,3391,1.474,15,12734,1.178,20,27284,0.733,0,4743,0,1,28592,0.035,1,33335,0.03,21,60619,0.346
2014,,Statewide Total,State,Medicare,554,1048043,0.529,1241,642835,1.931,141,236453,0.596,1382,879288,1.572,1936,1927331,1.004,1,692108,0.001,16,2937262,0.005,17,3629370,0.005,1953,5556701,0.351
2013,47,Suffolk,Urban,Other,5,13283,0.376,2,1231,1.625,0,446,0,2,1677,1.193,7,14960,0.468,0,5231,0,0,2515,0,0,7746,0,7,22706,0.308
2015,6,Chautauqua,Rural,Commercial,26,19210,1.353,4,1103,3.626,2,1933,1.035,6,3036,1.976,32,22246,1.438,0,7396,0,0,23279,0,0,30675,0,32,52921,0.605
2011,14,Erie,Urban,Medicare,34,50345,0.675,74,35246,2.1,2,10799,0.185,76,46045,1.651,110,96390,1.141,0,33736,0,0,78246,0,0,111982,0,110,208372,0.528
2014,58,Bronx,Urban,Commercial,79,265655,0.297,46,23329,1.972,5,17472,0.286,51,40801,1.25,130,306456,0.424,0,49054,0,0,295882,0,0,344936,0,130,651392,0.2
2012,21,Herkimer,Urban,Medicare,1,4755,0.21,5,2682,1.864,2,1178,1.698,7,3860,1.813,8,8615,0.929,0,2944,0,1,10121,0.099,1,13065,0.077,9,21680,0.415
2011,50,Tompkins,Urban,Medicare,4,4846,0.825,6,1900,3.158,0,768,0,6,2668,2.249,10,7514,1.331,0,2464,0,0,6279,0,0,8743,0,10,16257,0.615
2012,48,Sullivan,Rural,Commercial,14,12586,1.112,7,1183,5.917,2,1761,1.136,9,2944,3.057,23,15530,1.481,0,4486,0,0,6197,0,0,10683,0,23,26213,0.877
2013,8,Chenango,Rural,Commercial,2,9455,0.212,1,623,1.605,0,1211,0,1,1834,0.545,3,11289,0.266,0,2996,0,0,36214,0,0,39210,0,3,50499,0.059
2013,3,Broome,Urban,Other,0,1842,0,0,187,0,1,115,8.696,1,302,3.311,1,2144,0.466,0,285,0,0,1894,0,0,2179,0,1,4323,0.231
2015,17,Fulton,Rural,Other,0,804,0,0,58,0,0,43,0,0,101,0,0,905,0,0,167,0,0,529,0,0,696,0,0,1601,0
2012,43,Schoharie,Urban,Medicare,0,2715,0,2,798,2.506,0,653,0,2,1451,1.378,2,4166,0.48,0,1302,0,0,11819,0,0,13121,0,2,17287,0.116
2011,53,Washington,Urban,Medicare,1,3146,0.318,3,2673,1.122,0,806,0,3,3479,0.862,4,6625,0.604,0,2931,0,0,6795,0,0,9726,0,4,16351,0.245
2012,3,Broome,Urban,Commercial,38,24338,1.561,17,2603,6.531,3,3891,0.771,20,6494,3.08,58,30832,1.881,0,10595,0,0,34417,0,0,45012,0,58,75844,0.765
2015,39,Rockland,Urban,Medicaid,14,27009,0.518,11,3943,2.79,2,7844,0.255,13,11787,1.103,27,38796,0.696,0,3864,0,0,21301,0,0,25165,0,27,63961,0.422
2014,42,Schenectady,Urban,Other,0,1088,0,0,63,0,0,333,0,0,396,0,0,1484,0,0,271,0,0,2147,0,0,2418,0,0,3902,0
2014,48,Sullivan,Rural,Other,1,1104,0.906,0,161,0,0,71,0,0,232,0,1,1336,0.749,0,253,0,0,427,0,0,680,0,1,2016,0.496
2011,4,Cattaraugus,Rural,Other,1,1257,0.796,0,152,0,1,132,7.576,1,284,3.521,2,1541,1.298,0,272,0,0,796,0,0,1068,0,2,2609,0.767
2014,28,Nassau,Urban,Medicare,20,56212,0.356,77,47247,1.63,12,18060,0.664,89,65307,1.363,109,121519,0.897,0,43864,0,3,121052,0.025,3,164916,0.018,112,286435,0.391
2013,22,Jefferson,Urban,Other,6,17663,0.34,5,1001,4.995,0,2791,0,5,3792,1.319,11,21455,0.513,0,3286,0,0,4949,0,0,8235,0,11,29690,0.37
2013,10,Columbia,Rural,Medicare,4,4544,0.88,9,2653,3.392,1,773,1.294,10,3426,2.919,14,7970,1.757,0,2807,0,0,6466,0,0,9273,0,14,17243,0.812
2014,54,Wayne,Urban,Medicare,3,6222,0.482,5,3467,1.442,1,1194,0.838,6,4661,1.287,9,10883,0.827,0,4963,0,0,12723,0,0,17686,0,9,28569,0.315
2015,39,Rockland,Urban,Other,1,2760,0.362,0,146,0,0,73,0,0,219,0,1,2979,0.336,0,141,0,0,1246,0,0,1387,0,1,4366,0.229
2013,3,Broome,Urban,Commercial,50,25166,1.987,11,3286,3.348,2,3968,0.504,13,7254,1.792,63,32420,1.943,0,11728,0,1,66439,0.015,1,78167,0.013,64,110587,0.579
2013,29,Niagara,Urban,Medicaid,30,22174,1.353,15,2819,5.321,1,2746,0.364,16,5565,2.875,46,27739,1.658,0,3145,0,0,15053,0,0,18198,0,46,45937,1.001
2014,12,Delaware,Rural,Medicaid,6,5921,1.013,0,306,0,2,593,3.373,2,899,2.225,8,6820,1.173,0,722,0,0,13305,0,0,14027,0,8,20847,0.384
2013,14,Erie,Urban,Other,4,12540,0.319,3,1183,2.536,0,1418,0,3,2601,1.153,7,15141,0.462,0,3072,0,0,6633,0,0,9705,0,7,24846,0.282
2011,4,Cattaraugus,Rural,Medicare,1,5747,0.174,6,2833,2.118,0,1396,0,6,4229,1.419,7,9976,0.702,0,3684,0,0,7045,0,0,10729,0,7,20705,0.338
2014,24,Livingston,Urban,Other,0,835,0,0,126,0,0,54,0,0,180,0,0,1015,0,0,355,0,0,727,0,0,1082,0,0,2097,0
2014,39,Rockland,Urban,Medicaid,13,24487,0.531,10,3562,2.807,2,7733,0.259,12,11295,1.062,25,35782,0.699,0,3536,0,0,19699,0,0,23235,0,25,59017,0.424
2014,25,Madison,Urban,Medicare,2,4344,0.46,6,1829,3.28,0,920,0,6,2749,2.183,8,7093,1.128,0,3780,0,0,6515,0,0,10295,0,8,17388,0.46
2012,11,Cortland,Rural,Commercial,5,10220,0.489,3,690,4.348,0,933,0,3,1623,1.848,8,11843,0.676,0,2454,0,0,4656,0,0,7110,0,8,18953,0.422
2013,22,Jefferson,Urban,Commercial,15,21552,0.696,3,1549,1.937,1,2510,0.398,4,4059,0.985,19,25611,0.742,0,5702,0,0,10145,0,0,15847,0,19,41458,0.458
2013,44,Schuyler,Rural,Medicare,2,2081,0.961,0,362,0,0,626,0,0,988,0,2,3069,0.652,0,780,0,0,7512,0,0,8292,0,2,11361,0.176
2014,51,Ulster,Urban,Commercial,32,26131,1.225,7,2583,2.71,2,4114,0.486,9,6697,1.344,41,32828,1.249,0,9767,0,0,13292,0,0,23059,0,41,55887,0.734
2015,52,Warren,Urban,Medicare,4,5655,0.707,9,2955,3.046,2,952,2.101,11,3907,2.815,15,9562,1.569,1,4070,0.246,0,11068,0,1,15138,0.066,16,24700,0.648
2011,58,Bronx,Urban,Commercial,60,286913,0.209,32,27266,1.174,13,20568,0.632,45,47834,0.941,105,334747,0.314,0,48783,0,0,302654,0,0,351437,0,105,686184,0.153
2010,26,Monroe,Urban,Medicaid,28,61584,0.455,40,7896,5.066,3,9223,0.325,43,17119,2.512,71,78703,0.902,0,8141,0,0,2318,0,0,10459,0,71,89162,0.796
2010,1,Albany,Urban,Medicaid,20,25246,0.792,9,3312,2.717,2,3820,0.524,11,7132,1.542,31,32378,0.957,1,5268,0.19,0,19,0,1,5287,0.189,32,37665,0.85
2014,26,Monroe,Urban,Commercial,127,86989,1.46,70,10271,6.815,5,16000,0.313,75,26271,2.855,202,113260,1.784,0,47241,0,0,79247,0,0,126488,0,202,239748,0.843
2015,3,Broome,Urban,Commercial,68,19190,3.544,14,2431,5.759,1,3116,0.321,15,5547,2.704,83,24737,3.355,0,12781,0,2,35550,0.056,2,48331,0.041,85,73068,1.163
2015,2,Allegany,Rural,Other,0,500,0,0,47,0,0,42,0,0,89,0,0,589,0,0,148,0,0,868,0,0,1016,0,0,1605,0
2014,8,Chenango,Rural,Medicaid,6,9115,0.658,1,355,2.817,6,781,7.682,7,1136,6.162,13,10251,1.268,3,1032,2.907,1,10910,0.092,4,11942,0.335,17,22193,0.766
2010,2,Allegany,Rural,Medicare,0,2852,0,4,1573,2.543,0,879,0,4,2452,1.631,4,5304,0.754,0,2052,0,0,36,0,0,2088,0,4,7392,0.541
2011,2,Allegany,Rural,Commercial,2,11269,0.177,4,718,5.571,0,1197,0,4,1915,2.089,6,13184,0.455,0,3403,0,0,11452,0,0,14855,0,6,28039,0.214
2013,43,Schoharie,Urban,Medicaid,1,2904,0.344,0,170,0,1,376,2.66,1,546,1.832,2,3450,0.58,0,456,0,0,14463,0,0,14919,0,2,18369,0.109
2011,13,Dutchess,Urban,Commercial,47,46127,1.019,23,5473,4.202,0,7924,0,23,13397,1.717,70,59524,1.176,0,16064,0,0,25815,0,0,41879,0,70,101403,0.69
2014,47,Suffolk,Urban,Medicaid,211,115507,1.827,136,20725,6.562,8,16681,0.48,144,37406,3.85,355,152913,2.322,0,17762,0,1,61708,0.016,1,79470,0.013,356,232383,1.532
2015,,Statewide Total,State,Commercial,2589,2686970,0.964,1231,302132,4.074,316,398216,0.794,1547,700348,2.209,4136,3387318,1.221,7,1105296,0.006,42,3551900,0.012,49,4657196,0.011,4185,8044514,0.52
2012,10,Columbia,Rural,Commercial,7,9133,0.766,4,1026,3.899,0,1066,0,4,2092,1.912,11,11225,0.98,0,3837,0,0,5865,0,0,9702,0,11,20927,0.526
2012,36,Otsego,Rural,Medicaid,0,6203,0,3,439,6.834,0,702,0,3,1141,2.629,3,7344,0.408,0,832,0,0,13950,0,0,14782,0,3,22126,0.136
2010,58,Bronx,Urban,Medicaid,90,381381,0.236,201,66188,3.037,43,48114,0.894,244,114302,2.135,334,495683,0.674,0,42727,0,0,1089,0,0,43816,0,334,539499,0.619
2013,35,Oswego,Urban,Medicaid,19,10523,1.806,6,1432,4.19,3,1687,1.778,9,3119,2.886,28,13642,2.052,0,2378,0,0,12920,0,0,15298,0,28,28940,0.968
2014,33,Orange,Urban,Commercial,64,58585,1.092,43,6861,6.267,1,8824,0.113,44,15685,2.805,108,74270,1.454,0,21372,0,0,25945,0,0,47317,0,108,121587,0.888
2013,26,Monroe,Urban,Medicaid,76,83372,0.912,70,9308,7.52,1,9622,0.104,71,18930,3.751,147,102302,1.437,0,10952,0,2,64769,0.031,2,75721,0.026,149,178023,0.837
2015,49,Tioga,Urban,Medicaid,6,1646,3.645,3,229,13.1,0,371,0,3,600,5,9,2246,4.007,0,502,0,0,2708,0,0,3210,0,9,5456,1.65
2014,53,Washington,Urban,Commercial,10,6659,1.502,5,863,5.794,1,1001,0.999,6,1864,3.219,16,8523,1.877,0,3961,0,0,5607,0,0,9568,0,16,18091,0.884
2013,47,Suffolk,Urban,Medicare,40,67456,0.593,112,58620,1.911,3,15391,0.195,115,74011,1.554,155,141467,1.096,0,55425,0,0,64214,0,0,119639,0,155,261106,0.594
2014,42,Schenectady,Urban,Medicaid,23,28368,0.811,2,643,3.11,12,3965,3.026,14,4608,3.038,37,32976,1.122,0,3020,0,1,16197,0.062,1,19217,0.052,38,52193,0.728
2011,47,Suffolk,Urban,Other,2,12850,0.156,2,1324,1.511,0,474,0,2,1798,1.112,4,14648,0.273,0,4902,0,0,1984,0,0,6886,0,4,21534,0.186
2015,18,Genesee,Rural,Other,1,704,1.42,0,76,0,1,48,20.833,1,124,8.065,2,828,2.415,0,176,0,0,870,0,0,1046,0,2,1874,1.067
2013,14,Erie,Urban,Commercial,191,110532,1.728,61,12180,5.008,5,20907,0.239,66,33087,1.995,257,143619,1.789,0,76937,0,0,133059,0,0,209996,0,257,353615,0.727
2014,19,Greene,Rural,Other,0,538,0,2,174,11.494,0,80,0,2,254,7.874,2,792,2.525,0,288,0,0,481,0,0,769,0,2,1561,1.281
2015,48,Sullivan,Rural,Medicare,5,6543,0.764,11,2924,3.762,0,917,0,11,3841,2.864,16,10384,1.541,0,3228,0,0,10932,0,0,14160,0,16,24544,0.652
2014,62,Richmond (Staten Island),Urban,Medicare,26,21820,1.192,68,19751,3.443,3,4737,0.633,71,24488,2.899,97,46308,2.095,1,13676,0.073,0,93550,0,1,107226,0.009,98,153534,0.638
2010,61,Queens,Urban,Commercial,50,269872,0.185,68,46695,1.456,1,43143,0.023,69,89838,0.768,119,359710,0.331,0,66577,0,0,1011,0,0,67588,0,119,427298,0.278
2012,4,Cattaraugus,Rural,Other,0,508,0,1,108,9.259,0,77,0,1,185,5.405,1,693,1.443,0,181,0,0,566,0,0,747,0,1,1440,0.694
2015,20,Hamilton,Rural,Other,0,32,0,0,2,0,0,9,0,0,11,0,0,43,0,0,18,0,0,56,0,0,74,0,0,117,0
2014,18,Genesee,Rural,Medicaid,5,5684,0.88,6,550,10.909,0,779,0,6,1329,4.515,11,7013,1.569,0,1062,0,0,7695,0,0,8757,0,11,15770,0.698
2012,28,Nassau,Urban,Commercial,76,180106,0.422,93,32572,2.855,5,37635,0.133,98,70207,1.396,174,250313,0.695,0,73771,0,0,164212,0,0,237983,0,174,488296,0.356
2011,4,Cattaraugus,Rural,Medicaid,7,9720,0.72,5,752,6.649,2,1145,1.747,7,1897,3.69,14,11617,1.205,0,1524,0,0,5408,0,0,6932,0,14,18549,0.755
2014,42,Schenectady,Urban,Medicare,9,12422,0.725,1,1097,0.912,7,6331,1.106,8,7428,1.077,17,19850,0.856,0,7860,0,0,20201,0,0,28061,0,17,47911,0.355
2014,57,Yates,Urban,Medicaid,3,3088,0.972,1,150,6.667,0,247,0,1,397,2.519,4,3485,1.148,0,405,0,0,1313,0,0,1718,0,4,5203,0.769
2011,48,Sullivan,Rural,Medicare,3,4346,0.69,12,2603,4.61,0,1292,0,12,3895,3.081,15,8241,1.82,0,2262,0,0,8088,0,0,10350,0,15,18591,0.807
2015,57,Yates,Urban,Medicare,3,2195,1.367,5,636,7.862,2,414,4.831,7,1050,6.667,10,3245,3.082,0,1388,0,0,4508,0,0,5896,0,10,9141,1.094
2015,17,Fulton,Rural,Commercial,3,12985,0.231,5,698,7.163,1,899,1.112,6,1597,3.757,9,14582,0.617,0,4105,0,0,10102,0,0,14207,0,9,28789,0.313
2011,9,Clinton,Rural,Medicaid,1,7149,0.14,8,621,12.882,0,917,0,8,1538,5.202,9,8687,1.036,0,1323,0,0,6759,0,0,8082,0,9,16769,0.537
2012,18,Genesee,Rural,Medicare,1,3569,0.28,6,2516,2.385,0,978,0,6,3494,1.717,7,7063,0.991,0,3020,0,0,13207,0,0,16227,0,7,23290,0.301
2012,51,Ulster,Urban,Medicaid,15,17439,0.86,9,1501,5.996,0,2453,0,9,3954,2.276,24,21393,1.122,0,1853,0,0,4815,0,0,6668,0,24,28061,0.855
2014,62,Richmond (Staten Island),Urban,Commercial,43,55360,0.777,42,10445,4.021,1,8506,0.118,43,18951,2.269,86,74311,1.157,3,19873,0.151,1,73591,0.014,4,93464,0.043,90,167775,0.536
2015,88,Other than New York State,Urban,Medicaid,11,13540,0.812,14,2073,6.753,1,1182,0.846,15,3255,4.608,26,16795,1.548,0,849,0,0,5489,0,0,6338,0,26,23133,1.124
2011,48,Sullivan,Rural,Medicaid,5,9757,0.512,5,1463,3.418,2,1338,1.495,7,2801,2.499,12,12558,0.956,0,1267,0,0,4681,0,0,5948,0,12,18506,0.648
2015,12,Delaware,Rural,Medicaid,7,6641,1.054,2,284,7.042,4,559,7.156,6,843,7.117,13,7484,1.737,0,770,0,1,13984,0.072,1,14754,0.068,14,22238,0.63
2015,1,Albany,Urban,Medicaid,39,41399,0.942,25,3966,6.304,3,3734,0.803,28,7700,3.636,67,49099,1.365,0,5050,0,0,39440,0,0,44490,0,67,93589,0.716
2013,43,Schoharie,Urban,Medicare,1,2659,0.376,1,777,1.287,0,708,0,1,1485,0.673,2,4144,0.483,0,1508,0,0,22918,0,0,24426,0,2,28570,0.07
2011,10,Columbia,Rural,Commercial,11,10922,1.007,5,1191,4.198,0,1178,0,5,2369,2.111,16,13291,1.204,0,3863,0,0,6594,0,0,10457,0,16,23748,0.674
2013,19,Greene,Rural,Commercial,5,5095,0.981,3,806,3.722,0,886,0,3,1692,1.773,8,6787,1.179,0,3164,0,0,4731,0,0,7895,0,8,14682,0.545
2011,61,Queens,Urban,Other,3,17445,0.172,8,4176,1.916,0,1280,0,8,5456,1.466,11,22901,0.48,0,3401,0,0,58943,0,0,62344,0,11,85245,0.129
2014,9,Clinton,Rural,Medicaid,6,10460,0.574,5,775,6.452,0,732,0,5,1507,3.318,11,11967,0.919,0,1351,0,0,3448,0,0,4799,0,11,16766,0.656
2011,1,Albany,Urban,Medicare,8,17160,0.466,20,11386,1.757,1,3747,0.267,21,15133,1.388,29,32293,0.898,0,10312,0,0,27153,0,0,37465,0,29,69758,0.416
2015,5,Cayuga,Rural,Other,3,1065,2.817,0,145,0,1,127,7.874,1,272,3.676,4,1337,2.992,0,475,0,0,1208,0,0,1683,0,4,3020,1.325
2012,1,Albany,Urban,Commercial,30,40673,0.738,23,4652,4.944,0,5590,0,23,10242,2.246,53,50915,1.041,0,21073,0,0,27391,0,0,48464,0,53,99379,0.533
2014,5,Cayuga,Rural,Medicare,4,5069,0.789,4,2721,1.47,5,1204,4.153,9,3925,2.293,13,8994,1.445,0,4062,0,1,8507,0.118,1,12569,0.08,14,21563,0.649
2015,99,Unknown,Urban,Other,4,4942,0.809,2,346,5.78,0,163,0,2,509,3.929,6,5451,1.101,0,3669,0,0,1541,0,0,5210,0,6,10661,0.563
2012,50,Tompkins,Urban,Other,0,636,0,0,54,0,0,43,0,0,97,0,0,733,0,0,59,0,0,232,0,0,291,0,0,1024,0
2011,2,Allegany,Rural,Medicare,2,3791,0.528,2,1610,1.242,0,711,0,2,2321,0.862,4,6112,0.654,0,2271,0,0,6450,0,0,8721,0,4,14833,0.27
2015,13,Dutchess,Urban,Commercial,66,37945,1.739,25,4760,5.252,3,7002,0.428,28,11762,2.381,94,49707,1.891,0,16373,0,1,23730,0.042,1,40103,0.025,95,89810,1.058
2011,61,Queens,Urban,Medicare,11,61746,0.178,72,66066,1.09,14,24849,0.563,86,90915,0.946,97,152661,0.635,0,35476,0,0,254200,0,0,289676,0,97,442337,0.219
2013,38,Rensselaer,Urban,Medicaid,4,9965,0.401,12,1725,6.957,1,1904,0.525,13,3629,3.582,17,13594,1.251,0,2292,0,0,7586,0,0,9878,0,17,23472,0.724
2015,35,Oswego,Urban,Medicare,10,6839,1.462,15,4271,3.512,3,1556,1.928,18,5827,3.089,28,12666,2.211,1,6840,0.146,0,13378,0,1,20218,0.049,29,32884,0.882
2014,40,St. Lawrence,Rural,Medicaid,4,14789,0.27,3,1098,2.732,0,1415,0,3,2513,1.194,7,17302,0.405,0,2079,0,0,6367,0,0,8446,0,7,25748,0.272
2014,54,Wayne,Urban,Commercial,11,14083,0.781,8,1704,4.695,0,2268,0,8,3972,2.014,19,18055,1.052,0,8414,0,0,13184,0,0,21598,0,19,39653,0.479
2013,,Statewide Total,State,Medicare,481,984820,0.488,1165,668192,1.744,103,245970,0.419,1268,914162,1.387,1749,1898982,0.921,1,658843,0.002,9,2847889,0.003,10,3506732,0.003,1759,5405714,0.325
2015,29,Niagara,Urban,Medicaid,105,25374,4.138,34,3083,11.028,3,2670,1.124,37,5753,6.431,142,31127,4.562,0,4051,0,0,17463,0,0,21514,0,142,52641,2.698
2012,58,Bronx,Urban,Medicaid,79,421838,0.187,293,71513,4.097,35,47667,0.734,328,119180,2.752,407,541018,0.752,0,41370,0,4,953338,0.004,4,994708,0.004,411,1535726,0.268
2015,9,Clinton,Rural,Other,2,1005,1.99,0,150,0,0,65,0,0,215,0,2,1220,1.639,0,380,0,0,570,0,0,950,0,2,2170,0.922
2011,23,Lewis,Rural,Medicaid,0,2491,0,1,146,6.849,1,299,3.344,2,445,4.494,2,2936,0.681,0,310,0,0,1630,0,0,1940,0,2,4876,0.41
2013,9,Clinton,Rural,Medicare,0,6614,0,9,2493,3.61,1,704,1.42,10,3197,3.128,10,9811,1.019,0,3537,0,0,15886,0,0,19423,0,10,29234,0.342
2015,8,Chenango,Rural,Other,1,539,1.855,0,55,0,0,32,0,0,87,0,1,626,1.597,0,91,0,1,385,2.597,1,476,2.101,2,1102,1.815
2014,56,Wyoming,Rural,Other,0,787,0,0,114,0,1,62,16.129,1,176,5.682,1,963,1.038,0,331,0,0,589,0,0,920,0,1,1883,0.531
2015,60,New York (Manhattan),Urban,Medicare,33,85700,0.385,172,47736,3.603,29,15104,1.92,201,62840,3.199,234,148540,1.575,0,48646,0,24,390383,0.061,24,439029,0.055,258,587569,0.439
2013,24,Livingston,Urban,Medicaid,5,4732,1.057,5,360,13.889,0,666,0,5,1026,4.873,10,5758,1.737,0,986,0,1,4444,0.225,1,5430,0.184,11,11188,0.983
2011,60,New York (Manhattan),Urban,Medicaid,80,233407,0.343,147,37181,3.954,15,28297,0.53,162,65478,2.474,242,298885,0.81,0,31459,0,1,555946,0.002,1,587405,0.002,243,886290,0.274
2011,1,Albany,Urban,Commercial,38,40818,0.931,16,5035,3.178,2,5640,0.355,18,10675,1.686,56,51493,1.088,0,21222,0,0,44885,0,0,66107,0,56,117600,0.476
2015,26,Monroe,Urban,Medicare,42,50176,0.837,77,25949,2.967,6,6506,0.922,83,32455,2.557,125,82631,1.513,0,34653,0,0,111906,0,0,146559,0,125,229190,0.545
2011,3,Broome,Urban,Medicaid,28,26604,1.052,12,2223,5.398,1,3005,0.333,13,5228,2.487,41,31832,1.288,0,2207,0,1,35411,0.028,1,37618,0.027,42,69450,0.605
2014,9,Clinton,Rural,Medicare,2,6450,0.31,9,3047,2.954,0,620,0,9,3667,2.454,11,10117,1.087,0,3850,0,0,12974,0,0,16824,0,11,26941,0.408
2014,5,Cayuga,Rural,Medicaid,17,8840,1.923,5,840,5.952,1,990,1.01,6,1830,3.279,23,10670,2.156,0,1781,0,1,7227,0.138,1,9008,0.111,24,19678,1.22
2013,41,Saratoga,Urban,Commercial,20,19161,1.044,11,2768,3.974,3,5631,0.533,14,8399,1.667,34,27560,1.234,0,19953,0,0,26347,0,0,46300,0,34,73860,0.46
2014,35,Oswego,Urban,Medicare,4,6019,0.665,6,4431,1.354,2,1624,1.232,8,6055,1.321,12,12074,0.994,0,6818,0,0,12732,0,0,19550,0,12,31624,0.379
2013,48,Sullivan,Rural,Medicare,6,5716,1.05,8,2807,2.85,0,1042,0,8,3849,2.078,14,9565,1.464,0,2937,0,0,8237,0,0,11174,0,14,20739,0.675
2014,46,Steuben,Rural,Other,0,2099,0,1,161,6.211,0,202,0,1,363,2.755,1,2462,0.406,0,854,0,0,1345,0,0,2199,0,1,4661,0.215
2014,30,Oneida,Urban,Medicare,15,17639,0.85,17,9241,1.84,5,3957,1.264,22,13198,1.667,37,30837,1.2,0,12639,0,1,24136,0.041,1,36775,0.027,38,67612,0.562
2011,50,Tompkins,Urban,Commercial,2,11873,0.168,6,1101,5.45,0,2032,0,6,3133,1.915,8,15006,0.533,0,5330,0,0,7862,0,0,13192,0,8,28198,0.284
2011,46,Steuben,Rural,Medicaid,5,11564,0.432,6,1052,5.703,1,1374,0.728,7,2426,2.885,12,13990,0.858,0,1507,0,0,5611,0,0,7118,0,12,21108,0.569
2013,33,Orange,Urban,Medicare,10,18419,0.543,25,11055,2.261,2,4326,0.462,27,15381,1.755,37,33800,1.095,0,10859,0,0,19660,0,0,30519,0,37,64319,0.575
2015,39,Rockland,Urban,Commercial,17,32320,0.526,9,3876,2.322,0,5232,0,9,9108,0.988,26,41428,0.628,0,8002,0,1,25297,0.04,1,33299,0.03,27,74727,0.361
2014,16,Franklin,Rural,Medicare,1,1986,0.504,2,697,2.869,0,331,0,2,1028,1.946,3,3014,0.995,0,1048,0,0,3120,0,0,4168,0,3,7182,0.418
2011,49,Tioga,Urban,Medicare,1,1316,0.76,6,857,7.001,0,374,0,6,1231,4.874,7,2547,2.748,0,990,0,0,4677,0,0,5667,0,7,8214,0.852
2011,30,Oneida,Urban,Medicaid,16,35658,0.449,28,3367,8.316,5,4216,1.186,33,7583,4.352,49,43241,1.133,0,5233,0,0,15829,0,0,21062,0,49,64303,0.762
2013,28,Nassau,Urban,Medicare,17,52600,0.323,58,53415,1.086,1,16331,0.061,59,69746,0.846,76,122346,0.621,0,42257,0,0,91897,0,0,134154,0,76,256500,0.296
2014,10,Columbia,Rural,Medicare,4,4680,0.855,2,2537,0.788,1,827,1.209,3,3364,0.892,7,8044,0.87,0,2917,0,0,6196,0,0,9113,0,7,17157,0.408
2015,5,Cayuga,Rural,Medicaid,23,10067,2.285,15,793,18.916,4,1219,3.281,19,2012,9.443,42,12079,3.477,0,1837,0,3,7391,0.406,3,9228,0.325,45,21307,2.112
