Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,NY,New York,Tioga,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,,,2.4,2.9,47980,36107,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-76.2974556 42.1780565)
2021,NY,New York,Jefferson,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.5,,,3.9,5.2,116295,36045,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-76.0529678 43.996389)
2021,NY,New York,Oneida,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,60.3,,,56.4,64.2,230274,36065,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-75.4342824 43.2427273)
2021,NY,New York,Lewis,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32,,,28.8,35.4,26573,36049,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-75.4441402 43.7826811)
2021,NY,New York,Orange,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.9,,,4.2,5.6,404525,36071,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-74.3062522 41.4024096)
2021,NY,New York,Sullivan,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,36.7,,,33.7,39.7,79806,36105,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-74.7715769 41.7199928)
2020,NY,New York,Broome,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.7,,,31.2,34.2,197240,36007,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-75.8302833 42.1619773)
2021,NY,New York,Otsego,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,57.1,,,52.7,61.2,58123,36077,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-75.028841 42.6297762)
2021,NY,New York,Essex,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.5,,,30,39.3,37268,36031,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.7784307 44.1096005)
2021,NY,New York,Monroe,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.5,,,6.8,8.3,755160,36055,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-77.7005177 43.2503466)
2021,NY,New York,Schenectady,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.5,3,158089,36093,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-74.0435592 42.8175516)
2021,NY,New York,Warren,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.7,,,5,6.5,65618,36113,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-73.8381388 43.5551053)
2021,NY,New York,Suffolk,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4,,,3.4,4.6,1526344,36103,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-72.6922183 40.943554)
2021,NY,New York,Cayuga,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,12.6,17.8,75880,36011,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-76.5745866 43.0085456)
2020,NY,New York,Orleans,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,71.4,,,68.2,74.4,40191,36073,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-78.2070281 43.3399059)
2021,NY,New York,Franklin,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,16.1,,,13.8,18.6,47456,36033,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-74.31067 44.5943758)
2021,NY,New York,Clinton,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,8.3,,,7,9.7,79596,36019,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-73.7056429 44.752712)
2020,NY,New York,Chautauqua,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,73.7,,,69.1,77.9,126807,36013,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-79.4075949 42.3042159)
2020,NY,New York,Bronx,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82,,,80.1,84,1424948,36005,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-73.852939 40.8487111)
2021,NY,New York,Tioga,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,36.1,,,32.9,39.6,47980,36107,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-76.2974556 42.1780565)
2021,NY,New York,Kings,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.1,,,15.1,19.2,2641052,36047,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-73.9506398 40.6350451)
2020,NY,New York,Delaware,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,64.2,,,60.4,67.9,44378,36025,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-74.9667281 42.1939865)
2021,NY,New York,Chemung,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.7,,,73.2,79.9,83045,36015,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-76.7524712 42.1486972)
2021,NY,New York,Schoharie,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,26.9,,,23.1,30.8,29863,36095,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-74.4381718 42.591294)
2021,NY,New York,Niagara,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.3,,,3.7,5,211653,36063,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-78.8129431 43.2726719)
2020,NY,New York,Nassau,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,48.9,,,43.1,54.6,1390907,36059,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-73.5894144 40.7296118)
2021,NY,New York,Ontario,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,25,,,22,28,112508,36069,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-77.3034967 42.8563575)
2021,NY,New York,Yates,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11,,,9.7,12.4,24613,36123,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-77.1043238 42.638237)
2021,NY,New York,Hamilton,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.4,,,4.5,8.7,5119,36041,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-74.5024556 43.6578786)
2021,NY,New York,Herkimer,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,20.7,,,17.7,23.9,59937,36043,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-74.8410968 43.571009)
2020,NY,New York,Yates,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,33.8,,,32,35.6,24613,36123,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-77.1043238 42.638237)
2021,NY,New York,Franklin,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,28.7,,,25.9,31.5,47456,36033,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-74.31067 44.5943758)
2021,NY,New York,Wayne,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7.7,,,6.4,8.9,90923,36117,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-77.0494024 43.2181139)
2021,NY,New York,Monroe,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16,,,13.1,19.1,755160,36055,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-77.7005177 43.2503466)
2021,NY,New York,Rockland,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5,,,4.3,5.8,339227,36087,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-74.0246616 41.1546276)
2021,NY,New York,Schenectady,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77.3,,,73.9,80.4,158089,36093,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-74.0435592 42.8175516)
2021,NY,New York,Schenectady,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3,,,2.7,3.5,158089,36093,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-74.0435592 42.8175516)
2021,NY,New York,Livingston,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39,,,34.5,43.7,61578,36051,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.778463 42.7290418)
2020,NY,New York,Ontario,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,74.6,,,71.3,77.7,112508,36069,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-77.3034967 42.8563575)
2020,NY,New York,Onondaga,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,77.6,,,75,80,473236,36067,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-76.1961336 43.0065163)
2021,NY,New York,Bronx,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,16.6,,,14,19.3,1424948,36005,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-73.852939 40.8487111)
2021,NY,New York,Cayuga,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.3,,,13.3,17.3,75880,36011,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-76.5745866 43.0085456)
2021,NY,New York,Seneca,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,13.3,,,11.1,15.7,33688,36099,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-76.827088 42.7822943)
2021,NY,New York,Oneida,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,28.1,,,24.5,31.6,230274,36065,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-75.4342824 43.2427273)
2021,NY,New York,Schuyler,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,27.8,,,23.7,32.4,17752,36097,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-76.938603 42.4197755)
2021,NY,New York,Schenectady,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.4,,,54.2,62.4,158089,36093,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.0435592 42.8175516)
2021,NY,New York,Wayne,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.3,,,10.1,12.6,90923,36117,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-77.0494024 43.2181139)
2021,NY,New York,Ulster,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.7,,,9.9,13.6,182951,36111,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-74.2654582 41.9472124)
2021,NY,New York,Chautauqua,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,32.2,,,29.2,35.4,126807,36013,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-79.4075949 42.3042159)
2021,NY,New York,Washington,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,24.7,,,22.1,27.4,60956,36115,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-73.4394282 43.3123766)
2021,NY,New York,Livingston,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.8,,,12.7,16.9,61578,36051,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-77.778463 42.7290418)
2021,NY,New York,Suffolk,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.7,,,26.4,32.9,1526344,36103,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.6922183 40.943554)
2021,NY,New York,Jefferson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,79.6,,,76.9,82.1,116295,36045,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-76.0529678 43.996389)
2021,NY,New York,Tompkins,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.1,,,14.5,19.9,105162,36109,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-76.4734835 42.4530063)
2021,NY,New York,Saratoga,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,9.6,,,8,11.3,237359,36091,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-73.8553872 43.1061353)
2020,NY,New York,Clinton,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,72.1,,,68.9,75.1,79596,36019,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-73.7056429 44.752712)
2021,NY,New York,Schuyler,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,24.1,,,21.5,26.9,17752,36097,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-76.938603 42.4197755)
2021,NY,New York,Bronx,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,6.7,,,5.8,7.6,1424948,36005,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-73.852939 40.8487111)
2021,NY,New York,Broome,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.5,,,13.5,17.7,197240,36007,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-75.8302833 42.1619773)
2020,NY,New York,Nassau,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,86.1,,,84.5,87.7,1390907,36059,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-73.5894144 40.7296118)
2021,NY,New York,Columbia,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,9.1,,,8.3,9.9,61778,36021,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-73.6267175 42.2476964)
2021,NY,New York,Fulton,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,4,,,3.4,4.7,53116,36035,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.4236782 43.1156093)
2021,NY,New York,Ontario,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3,,,2.6,3.5,112508,36069,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-77.3034967 42.8563575)
2021,NY,New York,Kings,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,59.8,,,56.5,62.9,2641052,36047,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-73.9506398 40.6350451)
2021,NY,New York,Cattaraugus,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,12,,,10.7,13.5,76426,36009,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-78.662332 42.2390986)
2021,NY,New York,Orange,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.5,6.7,404525,36071,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-74.3062522 41.4024096)
2020,NY,New York,Jefferson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.1,,,31.7,34.5,116295,36045,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-76.0529678 43.996389)
2021,NY,New York,Nassau,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,27.1,,,24.1,30.3,1390907,36059,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.5894144 40.7296118)
2021,NY,New York,Chenango,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.1,46537,36017,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-75.6022407 42.4780238)
2021,NY,New York,Schenectady,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16.2,,,13.8,18.8,158089,36093,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-74.0435592 42.8175516)
2021,NY,New York,Bronx,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,36.4,,,32.9,40.1,1424948,36005,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-73.852939 40.8487111)
2020,NY,New York,Steuben,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,72.7,,,69.3,75.9,92948,36101,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-77.3855253 42.2667252)
2020,NY,New York,Albany,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,66.5,,,63,69.7,313743,36001,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-73.9740095 42.5882401)
2020,NY,New York,Schoharie,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,37.9,,,30.1,45.4,29863,36095,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-74.4381718 42.591294)
2020,NY,New York,Suffolk,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,86.9,,,85,88.6,1526344,36103,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-72.6922183 40.943554)
2021,NY,New York,Herkimer,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.6,,,7.8,11.5,59937,36043,HLTHOUT,COPD,CrdPrv,COPD,POINT (-74.8410968 43.571009)
2021,NY,New York,Ontario,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.5,,,13.4,17.7,112508,36069,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-77.3034967 42.8563575)
2021,NY,New York,Delaware,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77.4,,,73.6,80.7,44378,36025,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-74.9667281 42.1939865)
2021,NY,New York,Yates,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,81.5,,,78.1,84.3,24613,36123,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-77.1043238 42.638237)
2020,NY,New York,Washington,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,63.1,,,59.1,67.2,60956,36115,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-73.4394282 43.3123766)
2021,NY,New York,Orange,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.2,7.3,404525,36071,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-74.3062522 41.4024096)
2021,NY,New York,Steuben,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,30.8,,,26.7,34.9,92948,36101,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-77.3855253 42.2667252)
2021,NY,New York,Oneida,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.8,,,4.1,5.6,230274,36065,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-75.4342824 43.2427273)
2020,NY,New York,Schuyler,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,62.2,,,57.8,66.2,17752,36097,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-76.938603 42.4197755)
2021,NY,New York,Broome,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,29.5,,,26.9,32.1,197240,36007,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-75.8302833 42.1619773)
2020,NY,New York,Clinton,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,13.9,,,8.9,20.3,79596,36019,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-73.7056429 44.752712)
